Gene ID	Old ID
UCDDS831_g2073.t1	g2073.t1
UCDDS831_g2074.t1	g2074.t1
UCDDS831_g2075.t1	g2075.t1
UCDDS831_g2076.t1	g2076.t1
UCDDS831_g2077.t1	g2077.t1
UCDDS831_g2078.t1	g2078.t1
UCDDS831_g2079.t1	g2079.t1
UCDDS831_g2080.t1	g2080.t1
UCDDS831_g2081.t1	g2081.t1
UCDDS831_g2082.t1	g2082.t1
UCDDS831_g2083.t1	g2083.t1
UCDDS831_g2084.t1	g2084.t1
UCDDS831_g2085.t1	g2085.t1
UCDDS831_g2086.t1	g2086.t1
UCDDS831_g2087.t1	g2087.t1
UCDDS831_g2088.t1	g2088.t1
UCDDS831_g2089.t1	g2089.t1
UCDDS831_g2090.t1	g2090.t1
UCDDS831_g2091.t1	g2091.t1
UCDDS831_g2092.t1	g2092.t1
UCDDS831_g2093.t1	g2093.t1
UCDDS831_g2094.t1	g2094.t1
UCDDS831_g2095.t1	g2095.t1
UCDDS831_g2096.t1	g2096.t1
UCDDS831_g2097.t1	g2097.t1
UCDDS831_g2098.t1	g2098.t1
UCDDS831_g2099.t1	g2099.t1
UCDDS831_g2100.t1	g2100.t1
UCDDS831_g2101.t1	g2101.t1
UCDDS831_g2102.t1	g2102.t1
UCDDS831_g2103.t1	g2103.t1
UCDDS831_g2104.t1	g2104.t1
UCDDS831_g2105.t1	g2105.t1
UCDDS831_g2106.t1	g2106.t1
UCDDS831_g2107.t1	g2107.t1
UCDDS831_g2108.t1	g2108.t1
UCDDS831_g2109.t1	g2109.t1
UCDDS831_g2110.t1	g2110.t1
UCDDS831_g2111.t1	g2111.t1
UCDDS831_g2112.t1	g2112.t1
UCDDS831_g2113.t1	g2113.t1
UCDDS831_g2114.t1	g2114.t1
UCDDS831_g2115.t1	g2115.t1
UCDDS831_g2116.t1	g2116.t1
UCDDS831_g2117.t1	g2117.t1
UCDDS831_g2118.t1	g2118.t1
UCDDS831_g2119.t1	g2119.t1
UCDDS831_g2120.t1	g2120.t1
UCDDS831_g2121.t1	g2121.t1
UCDDS831_g2122.t1	g2122.t1
UCDDS831_g2123.t1	g2123.t1
UCDDS831_g2124.t1	g2124.t1
UCDDS831_g2125.t1	g2125.t1
UCDDS831_g2126.t1	g2126.t1
UCDDS831_g2127.t1	g2127.t1
UCDDS831_g2128.t1	g2128.t1
UCDDS831_g2129.t1	g2129.t1
UCDDS831_g2130.t1	g2130.t1
UCDDS831_g2131.t1	g2131.t1
UCDDS831_g2132.t1	g2132.t1
UCDDS831_g2133.t1	g2133.t1
UCDDS831_g2134.t1	g2134.t1
UCDDS831_g2135.t1	g2135.t1
UCDDS831_g2136.t1	g2136.t1
UCDDS831_g2137.t1	g2137.t1
UCDDS831_g2138.t1	g2138.t1
UCDDS831_g2139.t1	g2139.t1
UCDDS831_g2140.t1	g2140.t1
UCDDS831_g2141.t1	g2141.t1
UCDDS831_g2142.t1	g2142.t1
UCDDS831_g2143.t1	g2143.t1
UCDDS831_g2144.t1	g2144.t1
UCDDS831_g2145.t1	g2145.t1
UCDDS831_g2146.t1	g2146.t1
UCDDS831_g2147.t1	g2147.t1
UCDDS831_g2148.t1	g2148.t1
UCDDS831_g2149.t1	g2149.t1
UCDDS831_g2150.t1	g2150.t1
UCDDS831_g2151.t1	g2151.t1
UCDDS831_g2152.t1	g2152.t1
UCDDS831_g2153.t1	g2153.t1
UCDDS831_g2154.t1	g2154.t1
UCDDS831_g2155.t1	g2155.t1
UCDDS831_g2156.t1	g2156.t1
UCDDS831_g2157.t1	g2157.t1
UCDDS831_g2158.t1	g2158.t1
UCDDS831_g2159.t1	g2159.t1
UCDDS831_g2160.t1	g2160.t1
UCDDS831_g2161.t1	g2161.t1
UCDDS831_g2162.t1	g2162.t1
UCDDS831_g2163.t1	g2163.t1
UCDDS831_g2164.t1	g2164.t1
UCDDS831_g2165.t1	g2165.t1
UCDDS831_g2166.t1	g2166.t1
UCDDS831_g2167.t1	g2167.t1
UCDDS831_g2168.t1	g2168.t1
UCDDS831_g2169.t1	g2169.t1
UCDDS831_g2170.t1	g2170.t1
UCDDS831_g2171.t1	g2171.t1
UCDDS831_g2172.t1	g2172.t1
UCDDS831_g2173.t1	g2173.t1
UCDDS831_g2174.t1	g2174.t1
UCDDS831_g2175.t1	g2175.t1
UCDDS831_g2176.t1	g2176.t1
UCDDS831_g2177.t1	g2177.t1
UCDDS831_g2178.t1	g2178.t1
UCDDS831_g2179.t1	g2179.t1
UCDDS831_g2180.t1	g2180.t1
UCDDS831_g2181.t1	g2181.t1
UCDDS831_g2182.t1	g2182.t1
UCDDS831_g2183.t1	g2183.t1
UCDDS831_g2184.t1	g2184.t1
UCDDS831_g2185.t1	g2185.t1
UCDDS831_g2186.t1	g2186.t1
UCDDS831_g2187.t1	g2187.t1
UCDDS831_g2188.t1	g2188.t1
UCDDS831_g2189.t1	g2189.t1
UCDDS831_g2190.t1	g2190.t1
UCDDS831_g2191.t1	g2191.t1
UCDDS831_g2192.t1	g2192.t1
UCDDS831_g2193.t1	g2193.t1
UCDDS831_g2194.t1	g2194.t1
UCDDS831_g2195.t1	g2195.t1
UCDDS831_g2196.t1	g2196.t1
UCDDS831_g2197.t1	g2197.t1
UCDDS831_g2198.t1	g2198.t1
UCDDS831_g2199.t1	g2199.t1
UCDDS831_g2200.t1	g2200.t1
UCDDS831_g2201.t1	g2201.t1
UCDDS831_g2202.t1	g2202.t1
UCDDS831_g2203.t1	g2203.t1
UCDDS831_g2204.t1	g2204.t1
UCDDS831_g2205.t1	g2205.t1
UCDDS831_g2206.t1	g2206.t1
UCDDS831_g2207.t1	g2207.t1
UCDDS831_g2208.t1	g2208.t1
UCDDS831_g2209.t1	g2209.t1
UCDDS831_g2210.t1	g2210.t1
UCDDS831_g2211.t1	g2211.t1
UCDDS831_g2212.t1	g2212.t1
UCDDS831_g2213.t1	g2213.t1
UCDDS831_g2214.t1	g2214.t1
UCDDS831_g2215.t1	g2215.t1
UCDDS831_g2216.t1	g2216.t1
UCDDS831_g2217.t1	g2217.t1
UCDDS831_g2218.t1	g2218.t1
UCDDS831_g2219.t1	g2219.t1
UCDDS831_g2220.t1	g2220.t1
UCDDS831_g2221.t1	g2221.t1
UCDDS831_g2222.t1	g2222.t1
UCDDS831_g2223.t1	g2223.t1
UCDDS831_g2224.t1	g2224.t1
UCDDS831_g2225.t1	g2225.t1
UCDDS831_g2226.t1	g2226.t1
UCDDS831_g2227.t1	g2227.t1
UCDDS831_g2228.t1	g2228.t1
UCDDS831_g2229.t1	g2229.t1
UCDDS831_g2230.t1	g2230.t1
UCDDS831_g2231.t1	g2231.t1
UCDDS831_g2232.t1	g2232.t1
UCDDS831_g2233.t1	g2233.t1
UCDDS831_g2234.t1	g2234.t1
UCDDS831_g2235.t1	g2235.t1
UCDDS831_g2236.t1	g2236.t1
UCDDS831_g2237.t1	g2237.t1
UCDDS831_g2238.t1	g2238.t1
UCDDS831_g2239.t1	g2239.t1
UCDDS831_g2240.t1	g2240.t1
UCDDS831_g2241.t1	g2241.t1
UCDDS831_g2242.t1	g2242.t1
UCDDS831_g2243.t1	g2243.t1
UCDDS831_g2244.t1	g2244.t1
UCDDS831_g2245.t1	g2245.t1
UCDDS831_g2246.t1	g2246.t1
UCDDS831_g2247.t1	g2247.t1
UCDDS831_g2248.t1	g2248.t1
UCDDS831_g2249.t1	g2249.t1
UCDDS831_g2250.t1	g2250.t1
UCDDS831_g2251.t1	g2251.t1
UCDDS831_g2252.t1	g2252.t1
UCDDS831_g2253.t1	g2253.t1
UCDDS831_g2254.t1	g2254.t1
UCDDS831_g2255.t1	g2255.t1
UCDDS831_g2256.t1	g2256.t1
UCDDS831_g2257.t1	g2257.t1
UCDDS831_g2258.t1	g2258.t1
UCDDS831_g2259.t1	g2259.t1
UCDDS831_g2260.t1	g2260.t1
UCDDS831_g2261.t1	g2261.t1
UCDDS831_g2262.t1	g2262.t1
UCDDS831_g2263.t1	g2263.t1
UCDDS831_g2264.t1	g2264.t1
UCDDS831_g2265.t1	g2265.t1
UCDDS831_g2266.t1	g2266.t1
UCDDS831_g2267.t1	g2267.t1
UCDDS831_g2268.t1	g2268.t1
UCDDS831_g2269.t1	g2269.t1
UCDDS831_g2270.t1	g2270.t1
UCDDS831_g2271.t1	g2271.t1
UCDDS831_g2272.t1	g2272.t1
UCDDS831_g2273.t1	g2273.t1
UCDDS831_g2274.t1	g2274.t1
UCDDS831_g2275.t1	g2275.t1
UCDDS831_g2276.t1	g2276.t1
UCDDS831_g2277.t1	g2277.t1
UCDDS831_g2278.t1	g2278.t1
UCDDS831_g2279.t1	g2279.t1
UCDDS831_g2280.t1	g2280.t1
UCDDS831_g2281.t1	g2281.t1
UCDDS831_g2282.t1	g2282.t1
UCDDS831_g2283.t1	g2283.t1
UCDDS831_g2284.t1	g2284.t1
UCDDS831_g2285.t1	g2285.t1
UCDDS831_g2286.t1	g2286.t1
UCDDS831_g2287.t1	g2287.t1
UCDDS831_g2288.t1	g2288.t1
UCDDS831_g2289.t1	g2289.t1
UCDDS831_g2290.t1	g2290.t1
UCDDS831_g2291.t1	g2291.t1
UCDDS831_g2292.t1	g2292.t1
UCDDS831_g2293.t1	g2293.t1
UCDDS831_g2294.t1	g2294.t1
UCDDS831_g2295.t1	g2295.t1
UCDDS831_g2296.t1	g2296.t1
UCDDS831_g2297.t1	g2297.t1
UCDDS831_g2298.t1	g2298.t1
UCDDS831_g2299.t1	g2299.t1
UCDDS831_g2300.t1	g2300.t1
UCDDS831_g2301.t1	g2301.t1
UCDDS831_g2302.t1	g2302.t1
UCDDS831_g2303.t1	g2303.t1
UCDDS831_g2304.t1	g2304.t1
UCDDS831_g2305.t1	g2305.t1
UCDDS831_g2306.t1	g2306.t1
UCDDS831_g2307.t1	g2307.t1
UCDDS831_g2308.t1	g2308.t1
UCDDS831_g2309.t1	g2309.t1
UCDDS831_g2310.t1	g2310.t1
UCDDS831_g2311.t1	g2311.t1
UCDDS831_g2312.t1	g2312.t1
UCDDS831_g2313.t1	g2313.t1
UCDDS831_g2314.t1	g2314.t1
UCDDS831_g2315.t1	g2315.t1
UCDDS831_g2316.t1	g2316.t1
UCDDS831_g2317.t1	g2317.t1
UCDDS831_g2318.t1	g2318.t1
UCDDS831_g2319.t1	g2319.t1
UCDDS831_g2320.t1	g2320.t1
UCDDS831_g2321.t1	g2321.t1
UCDDS831_g2322.t1	g2322.t1
UCDDS831_g2323.t1	g2323.t1
UCDDS831_g2324.t1	g2324.t1
UCDDS831_g2325.t1	g2325.t1
UCDDS831_g2326.t1	g2326.t1
UCDDS831_g2327.t1	g2327.t1
UCDDS831_g2328.t1	g2328.t1
UCDDS831_g2329.t1	g2329.t1
UCDDS831_g2330.t1	g2330.t1
UCDDS831_g2331.t1	g2331.t1
UCDDS831_g2332.t1	g2332.t1
UCDDS831_g2333.t1	g2333.t1
UCDDS831_g2334.t1	g2334.t1
UCDDS831_g2335.t1	g2335.t1
UCDDS831_g2336.t1	g2336.t1
UCDDS831_g2337.t1	g2337.t1
UCDDS831_g2338.t1	g2338.t1
UCDDS831_g2339.t1	g2339.t1
UCDDS831_g2340.t1	g2340.t1
UCDDS831_g2341.t1	g2341.t1
UCDDS831_g2342.t1	g2342.t1
UCDDS831_g2343.t1	g2343.t1
UCDDS831_g2344.t1	g2344.t1
UCDDS831_g2345.t1	g2345.t1
UCDDS831_g2346.t1	g2346.t1
UCDDS831_g2347.t1	g2347.t1
UCDDS831_g2348.t1	g2348.t1
UCDDS831_g2349.t1	g2349.t1
UCDDS831_g2350.t1	g2350.t1
UCDDS831_g2351.t1	g2351.t1
UCDDS831_g2352.t1	g2352.t1
UCDDS831_g2353.t1	g2353.t1
UCDDS831_g2354.t1	g2354.t1
UCDDS831_g2355.t1	g2355.t1
UCDDS831_g2356.t1	g2356.t1
UCDDS831_g2357.t1	g2357.t1
UCDDS831_g2358.t1	g2358.t1
UCDDS831_g2359.t1	g2359.t1
UCDDS831_g2360.t1	g2360.t1
UCDDS831_g2361.t1	g2361.t1
UCDDS831_g2362.t1	g2362.t1
UCDDS831_g2363.t1	g2363.t1
UCDDS831_g2364.t1	g2364.t1
UCDDS831_g2365.t1	g2365.t1
UCDDS831_g2366.t1	g2366.t1
UCDDS831_g2367.t1	g2367.t1
UCDDS831_g2368.t1	g2368.t1
UCDDS831_g2369.t1	g2369.t1
UCDDS831_g2370.t1	g2370.t1
UCDDS831_g2371.t1	g2371.t1
UCDDS831_g2372.t1	g2372.t1
UCDDS831_g2373.t1	g2373.t1
UCDDS831_g2374.t1	g2374.t1
UCDDS831_g2375.t1	g2375.t1
UCDDS831_g2376.t1	g2376.t1
UCDDS831_g2377.t1	g2377.t1
UCDDS831_g2378.t1	g2378.t1
UCDDS831_g2379.t1	g2379.t1
UCDDS831_g2380.t1	g2380.t1
UCDDS831_g2381.t1	g2381.t1
UCDDS831_g2382.t1	g2382.t1
UCDDS831_g2383.t1	g2383.t1
UCDDS831_g2384.t1	g2384.t1
UCDDS831_g2385.t1	g2385.t1
UCDDS831_g2386.t1	g2386.t1
UCDDS831_g2387.t1	g2387.t1
UCDDS831_g2388.t1	g2388.t1
UCDDS831_g2389.t1	g2389.t1
UCDDS831_g2390.t1	g2390.t1
UCDDS831_g2391.t1	g2391.t1
UCDDS831_g2392.t1	g2392.t1
UCDDS831_g2393.t1	g2393.t1
UCDDS831_g2394.t1	g2394.t1
UCDDS831_g2395.t1	g2395.t1
UCDDS831_g2396.t1	g2396.t1
UCDDS831_g2397.t1	g2397.t1
UCDDS831_g2398.t1	g2398.t1
UCDDS831_g2399.t1	g2399.t1
UCDDS831_g2400.t1	g2400.t1
UCDDS831_g2401.t1	g2401.t1
UCDDS831_g2402.t1	g2402.t1
UCDDS831_g2403.t1	g2403.t1
UCDDS831_g2404.t1	g2404.t1
UCDDS831_g2405.t1	g2405.t1
UCDDS831_g2406.t1	g2406.t1
UCDDS831_g2407.t1	g2407.t1
UCDDS831_g2408.t1	g2408.t1
UCDDS831_g2409.t1	g2409.t1
UCDDS831_g2410.t1	g2410.t1
UCDDS831_g2411.t1	g2411.t1
UCDDS831_g2412.t1	g2412.t1
UCDDS831_g2413.t1	g2413.t1
UCDDS831_g2414.t1	g2414.t1
UCDDS831_g2415.t1	g2415.t1
UCDDS831_g2416.t1	g2416.t1
UCDDS831_g2417.t1	g2417.t1
UCDDS831_g2418.t1	g2418.t1
UCDDS831_g2419.t1	g2419.t1
UCDDS831_g2420.t1	g2420.t1
UCDDS831_g2421.t1	g2421.t1
UCDDS831_g2422.t1	g2422.t1
UCDDS831_g2423.t1	g2423.t1
UCDDS831_g2424.t1	g2424.t1
UCDDS831_g2425.t1	g2425.t1
UCDDS831_g2426.t1	g2426.t1
UCDDS831_g2427.t1	g2427.t1
UCDDS831_g2428.t1	g2428.t1
UCDDS831_g2429.t1	g2429.t1
UCDDS831_g2430.t1	g2430.t1
UCDDS831_g2431.t1	g2431.t1
UCDDS831_g2432.t1	g2432.t1
UCDDS831_g2433.t1	g2433.t1
UCDDS831_g2434.t1	g2434.t1
UCDDS831_g2435.t1	g2435.t1
UCDDS831_g2436.t1	g2436.t1
UCDDS831_g2437.t1	g2437.t1
UCDDS831_g2438.t1	g2438.t1
UCDDS831_g2439.t1	g2439.t1
UCDDS831_g2440.t1	g2440.t1
UCDDS831_g2441.t1	g2441.t1
UCDDS831_g2442.t1	g2442.t1
UCDDS831_g2443.t1	g2443.t1
UCDDS831_g2444.t1	g2444.t1
UCDDS831_g2445.t1	g2445.t1
UCDDS831_g2446.t1	g2446.t1
UCDDS831_g2447.t1	g2447.t1
UCDDS831_g2448.t1	g2448.t1
UCDDS831_g2449.t1	g2449.t1
UCDDS831_g2450.t1	g2450.t1
UCDDS831_g2451.t1	g2451.t1
UCDDS831_g2452.t1	g2452.t1
UCDDS831_g2453.t1	g2453.t1
UCDDS831_g2454.t1	g2454.t1
UCDDS831_g2455.t1	g2455.t1
UCDDS831_g2456.t1	g2456.t1
UCDDS831_g2457.t1	g2457.t1
UCDDS831_g2458.t1	g2458.t1
UCDDS831_g2459.t1	g2459.t1
UCDDS831_g2460.t1	g2460.t1
UCDDS831_g2461.t1	g2461.t1
UCDDS831_g2462.t1	g2462.t1
UCDDS831_g2463.t1	g2463.t1
UCDDS831_g2464.t1	g2464.t1
UCDDS831_g2465.t1	g2465.t1
UCDDS831_g2466.t1	g2466.t1
UCDDS831_g2467.t1	g2467.t1
UCDDS831_g2468.t1	g2468.t1
UCDDS831_g2469.t1	g2469.t1
UCDDS831_g2470.t1	g2470.t1
UCDDS831_g2471.t1	g2471.t1
UCDDS831_g2472.t1	g2472.t1
UCDDS831_g2473.t1	g2473.t1
UCDDS831_g2474.t1	g2474.t1
UCDDS831_g2475.t1	g2475.t1
UCDDS831_g2476.t1	g2476.t1
UCDDS831_g2477.t1	g2477.t1
UCDDS831_g2478.t1	g2478.t1
UCDDS831_g2479.t1	g2479.t1
UCDDS831_g2480.t1	g2480.t1
UCDDS831_g2481.t1	g2481.t1
UCDDS831_g2482.t1	g2482.t1
UCDDS831_g2483.t1	g2483.t1
UCDDS831_g2484.t1	g2484.t1
UCDDS831_g2485.t1	g2485.t1
UCDDS831_g2486.t1	g2486.t1
UCDDS831_g2487.t1	g2487.t1
UCDDS831_g2488.t1	g2488.t1
UCDDS831_g2489.t1	g2489.t1
UCDDS831_g2490.t1	g2490.t1
UCDDS831_g2491.t1	g2491.t1
UCDDS831_g2492.t1	g2492.t1
UCDDS831_g2493.t1	g2493.t1
UCDDS831_g2494.t1	g2494.t1
UCDDS831_g2495.t1	g2495.t1
UCDDS831_g2496.t1	g2496.t1
UCDDS831_g2497.t1	g2497.t1
UCDDS831_g2498.t1	g2498.t1
UCDDS831_g2499.t1	g2499.t1
UCDDS831_g2500.t1	g2500.t1
UCDDS831_g2501.t1	g2501.t1
UCDDS831_g2502.t1	g2502.t1
UCDDS831_g2503.t1	g2503.t1
UCDDS831_g2504.t1	g2504.t1
UCDDS831_g2505.t1	g2505.t1
UCDDS831_g2506.t1	g2506.t1
UCDDS831_g2507.t1	g2507.t1
UCDDS831_g2508.t1	g2508.t1
UCDDS831_g2509.t1	g2509.t1
UCDDS831_g2510.t1	g2510.t1
UCDDS831_g2511.t1	g2511.t1
UCDDS831_g2512.t1	g2512.t1
UCDDS831_g2513.t1	g2513.t1
UCDDS831_g2514.t1	g2514.t1
UCDDS831_g2515.t1	g2515.t1
UCDDS831_g2516.t1	g2516.t1
UCDDS831_g2517.t1	g2517.t1
UCDDS831_g2518.t1	g2518.t1
UCDDS831_g2519.t1	g2519.t1
UCDDS831_g2520.t1	g2520.t1
UCDDS831_g2521.t1	g2521.t1
UCDDS831_g2522.t1	g2522.t1
UCDDS831_g2523.t1	g2523.t1
UCDDS831_g2524.t1	g2524.t1
UCDDS831_g2525.t1	g2525.t1
UCDDS831_g2526.t1	g2526.t1
UCDDS831_g2527.t1	g2527.t1
UCDDS831_g2528.t1	g2528.t1
UCDDS831_g2529.t1	g2529.t1
UCDDS831_g2530.t1	g2530.t1
UCDDS831_g2531.t1	g2531.t1
UCDDS831_g2532.t1	g2532.t1
UCDDS831_g2533.t1	g2533.t1
UCDDS831_g2534.t1	g2534.t1
UCDDS831_g2535.t1	g2535.t1
UCDDS831_g2536.t1	g2536.t1
UCDDS831_g2537.t1	g2537.t1
UCDDS831_g2538.t1	g2538.t1
UCDDS831_g2539.t1	g2539.t1
UCDDS831_g2540.t1	g2540.t1
UCDDS831_g2541.t1	g2541.t1
UCDDS831_g2542.t1	g2542.t1
UCDDS831_g2543.t1	g2543.t1
UCDDS831_g2544.t1	g2544.t1
UCDDS831_g2545.t1	g2545.t1
UCDDS831_g2546.t1	g2546.t1
UCDDS831_g2547.t1	g2547.t1
UCDDS831_g2548.t1	g2548.t1
UCDDS831_g2549.t1	g2549.t1
UCDDS831_g2550.t1	g2550.t1
UCDDS831_g2551.t1	g2551.t1
UCDDS831_g2552.t1	g2552.t1
UCDDS831_g2553.t1	g2553.t1
UCDDS831_g2554.t1	g2554.t1
UCDDS831_g2555.t1	g2555.t1
UCDDS831_g2556.t1	g2556.t1
UCDDS831_g2557.t1	g2557.t1
UCDDS831_g2558.t1	g2558.t1
UCDDS831_g2559.t1	g2559.t1
UCDDS831_g2560.t1	g2560.t1
UCDDS831_g2561.t1	g2561.t1
UCDDS831_g2562.t1	g2562.t1
UCDDS831_g2563.t1	g2563.t1
UCDDS831_g2564.t1	g2564.t1
UCDDS831_g2565.t1	g2565.t1
UCDDS831_g2566.t1	g2566.t1
UCDDS831_g2567.t1	g2567.t1
UCDDS831_g2568.t1	g2568.t1
UCDDS831_g2569.t1	g2569.t1
UCDDS831_g2570.t1	g2570.t1
UCDDS831_g2571.t1	g2571.t1
UCDDS831_g2572.t1	g2572.t1
UCDDS831_g2573.t1	g2573.t1
UCDDS831_g2574.t1	g2574.t1
UCDDS831_g2575.t1	g2575.t1
UCDDS831_g2576.t1	g2576.t1
UCDDS831_g2577.t1	g2577.t1
UCDDS831_g2578.t1	g2578.t1
UCDDS831_g2579.t1	g2579.t1
UCDDS831_g2580.t1	g2580.t1
UCDDS831_g2581.t1	g2581.t1
UCDDS831_g2582.t1	g2582.t1
UCDDS831_g2583.t1	g2583.t1
UCDDS831_g2584.t1	g2584.t1
UCDDS831_g2585.t1	g2585.t1
UCDDS831_g2586.t1	g2586.t1
UCDDS831_g2587.t1	g2587.t1
UCDDS831_g2588.t1	g2588.t1
UCDDS831_g2589.t1	g2589.t1
UCDDS831_g2590.t1	g2590.t1
UCDDS831_g2591.t1	g2591.t1
UCDDS831_g2592.t1	g2592.t1
UCDDS831_g2593.t1	g2593.t1
UCDDS831_g2594.t1	g2594.t1
UCDDS831_g2595.t1	g2595.t1
UCDDS831_g2596.t1	g2596.t1
UCDDS831_g2597.t1	g2597.t1
UCDDS831_g2598.t1	g2598.t1
UCDDS831_g2599.t1	g2599.t1
UCDDS831_g2600.t1	g2600.t1
UCDDS831_g2601.t1	g2601.t1
UCDDS831_g2602.t1	g2602.t1
UCDDS831_g2603.t1	g2603.t1
UCDDS831_g2604.t1	g2604.t1
UCDDS831_g2605.t1	g2605.t1
UCDDS831_g2606.t1	g2606.t1
UCDDS831_g2607.t1	g2607.t1
UCDDS831_g2608.t1	g2608.t1
UCDDS831_g2609.t1	g2609.t1
UCDDS831_g2610.t1	g2610.t1
UCDDS831_g2611.t1	g2611.t1
UCDDS831_g2612.t1	g2612.t1
UCDDS831_g2613.t1	g2613.t1
UCDDS831_g2614.t1	g2614.t1
UCDDS831_g2615.t1	g2615.t1
UCDDS831_g2616.t1	g2616.t1
UCDDS831_g2617.t1	g2617.t1
UCDDS831_g2618.t1	g2618.t1
UCDDS831_g2619.t1	g2619.t1
UCDDS831_g2620.t1	g2620.t1
UCDDS831_g2621.t1	g2621.t1
UCDDS831_g2622.t1	g2622.t1
UCDDS831_g2623.t1	g2623.t1
UCDDS831_g2624.t1	g2624.t1
UCDDS831_g2625.t1	g2625.t1
UCDDS831_g2626.t1	g2626.t1
UCDDS831_g2627.t1	g2627.t1
UCDDS831_g2628.t1	g2628.t1
UCDDS831_g2629.t1	g2629.t1
UCDDS831_g2630.t1	g2630.t1
UCDDS831_g2631.t1	g2631.t1
UCDDS831_g2632.t1	g2632.t1
UCDDS831_g2633.t1	g2633.t1
UCDDS831_g2634.t1	g2634.t1
UCDDS831_g2635.t1	g2635.t1
UCDDS831_g2636.t1	g2636.t1
UCDDS831_g2637.t1	g2637.t1
UCDDS831_g2638.t1	g2638.t1
UCDDS831_g2639.t1	g2639.t1
UCDDS831_g2640.t1	g2640.t1
UCDDS831_g2641.t1	g2641.t1
UCDDS831_g2642.t1	g2642.t1
UCDDS831_g2643.t1	g2643.t1
UCDDS831_g2644.t1	g2644.t1
UCDDS831_g2645.t1	g2645.t1
UCDDS831_g2646.t1	g2646.t1
UCDDS831_g2647.t1	g2647.t1
UCDDS831_g2648.t1	g2648.t1
UCDDS831_g2649.t1	g2649.t1
UCDDS831_g2650.t1	g2650.t1
UCDDS831_g2651.t1	g2651.t1
UCDDS831_g2652.t1	g2652.t1
UCDDS831_g2653.t1	g2653.t1
UCDDS831_g2654.t1	g2654.t1
UCDDS831_g2655.t1	g2655.t1
UCDDS831_g2656.t1	g2656.t1
UCDDS831_g2657.t1	g2657.t1
UCDDS831_g2658.t1	g2658.t1
UCDDS831_g2659.t1	g2659.t1
UCDDS831_g2660.t1	g2660.t1
UCDDS831_g2661.t1	g2661.t1
UCDDS831_g2662.t1	g2662.t1
UCDDS831_g2663.t1	g2663.t1
UCDDS831_g2664.t1	g2664.t1
UCDDS831_g2665.t1	g2665.t1
UCDDS831_g2666.t1	g2666.t1
UCDDS831_g2667.t1	g2667.t1
UCDDS831_g2668.t1	g2668.t1
UCDDS831_g2669.t1	g2669.t1
UCDDS831_g2670.t1	g2670.t1
UCDDS831_g2671.t1	g2671.t1
UCDDS831_g2672.t1	g2672.t1
UCDDS831_g2673.t1	g2673.t1
UCDDS831_g2674.t1	g2674.t1
UCDDS831_g2675.t1	g2675.t1
UCDDS831_g2676.t1	g2676.t1
UCDDS831_g2677.t1	g2677.t1
UCDDS831_g2678.t1	g2678.t1
UCDDS831_g2679.t1	g2679.t1
UCDDS831_g2680.t1	g2680.t1
UCDDS831_g2681.t1	g2681.t1
UCDDS831_g2682.t1	g2682.t1
UCDDS831_g2683.t1	g2683.t1
UCDDS831_g2684.t1	g2684.t1
UCDDS831_g2685.t1	g2685.t1
UCDDS831_g2686.t1	g2686.t1
UCDDS831_g2687.t1	g2687.t1
UCDDS831_g2688.t1	g2688.t1
UCDDS831_g2689.t1	g2689.t1
UCDDS831_g2690.t1	g2690.t1
UCDDS831_g2691.t1	g2691.t1
UCDDS831_g2692.t1	g2692.t1
UCDDS831_g2693.t1	g2693.t1
UCDDS831_g2694.t1	g2694.t1
UCDDS831_g2695.t1	g2695.t1
UCDDS831_g2696.t1	g2696.t1
UCDDS831_g2697.t1	g2697.t1
UCDDS831_g2698.t1	g2698.t1
UCDDS831_g2699.t1	g2699.t1
UCDDS831_g2700.t1	g2700.t1
UCDDS831_g2701.t1	g2701.t1
UCDDS831_g2702.t1	g2702.t1
UCDDS831_g2703.t1	g2703.t1
UCDDS831_g2704.t1	g2704.t1
UCDDS831_g2705.t1	g2705.t1
UCDDS831_g2706.t1	g2706.t1
UCDDS831_g2707.t1	g2707.t1
UCDDS831_g2708.t1	g2708.t1
UCDDS831_g2709.t1	g2709.t1
UCDDS831_g2710.t1	g2710.t1
UCDDS831_g2711.t1	g2711.t1
UCDDS831_g2712.t1	g2712.t1
UCDDS831_g2713.t1	g2713.t1
UCDDS831_g2714.t1	g2714.t1
UCDDS831_g2715.t1	g2715.t1
UCDDS831_g2716.t1	g2716.t1
UCDDS831_g2717.t1	g2717.t1
UCDDS831_g2718.t1	g2718.t1
UCDDS831_g2719.t1	g2719.t1
UCDDS831_g2720.t1	g2720.t1
UCDDS831_g2721.t1	g2721.t1
UCDDS831_g2722.t1	g2722.t1
UCDDS831_g2723.t1	g2723.t1
UCDDS831_g2724.t1	g2724.t1
UCDDS831_g2725.t1	g2725.t1
UCDDS831_g2726.t1	g2726.t1
UCDDS831_g2727.t1	g2727.t1
UCDDS831_g2728.t1	g2728.t1
UCDDS831_g2729.t1	g2729.t1
UCDDS831_g2730.t1	g2730.t1
UCDDS831_g2731.t1	g2731.t1
UCDDS831_g2732.t1	g2732.t1
UCDDS831_g2733.t1	g2733.t1
UCDDS831_g2734.t1	g2734.t1
UCDDS831_g2735.t1	g2735.t1
UCDDS831_g2736.t1	g2736.t1
UCDDS831_g2737.t1	g2737.t1
UCDDS831_g2738.t1	g2738.t1
