Gene ID	Old ID
UCDDS831_g4670.t1	g4670.t1
UCDDS831_g4671.t1	g4671.t1
UCDDS831_g4672.t1	g4672.t1
UCDDS831_g4673.t1	g4673.t1
UCDDS831_g4674.t1	g4674.t1
UCDDS831_g4675.t1	g4675.t1
UCDDS831_g4676.t1	g4676.t1
UCDDS831_g4677.t1	g4677.t1
UCDDS831_g4678.t1	g4678.t1
UCDDS831_g4679.t1	g4679.t1
UCDDS831_g4680.t1	g4680.t1
UCDDS831_g4681.t1	g4681.t1
UCDDS831_g4682.t1	g4682.t1
UCDDS831_g4683.t1	g4683.t1
UCDDS831_g4684.t1	g4684.t1
UCDDS831_g4685.t1	g4685.t1
UCDDS831_g4686.t1	g4686.t1
UCDDS831_g4687.t1	g4687.t1
UCDDS831_g4688.t1	g4688.t1
UCDDS831_g4689.t1	g4689.t1
UCDDS831_g4690.t1	g4690.t1
UCDDS831_g4691.t1	g4691.t1
UCDDS831_g4692.t1	g4692.t1
UCDDS831_g4693.t1	g4693.t1
UCDDS831_g4694.t1	g4694.t1
UCDDS831_g4695.t1	g4695.t1
UCDDS831_g4696.t1	g4696.t1
UCDDS831_g4697.t1	g4697.t1
UCDDS831_g4698.t1	g4698.t1
UCDDS831_g4699.t1	g4699.t1
UCDDS831_g4700.t1	g4700.t1
UCDDS831_g4701.t1	g4701.t1
UCDDS831_g4702.t1	g4702.t1
UCDDS831_g4703.t1	g4703.t1
UCDDS831_g4704.t1	g4704.t1
UCDDS831_g4705.t1	g4705.t1
UCDDS831_g4706.t1	g4706.t1
UCDDS831_g4707.t1	g4707.t1
UCDDS831_g4708.t1	g4708.t1
UCDDS831_g4709.t1	g4709.t1
UCDDS831_g4710.t1	g4710.t1
UCDDS831_g4711.t1	g4711.t1
UCDDS831_g4712.t1	g4712.t1
UCDDS831_g4713.t1	g4713.t1
UCDDS831_g4714.t1	g4714.t1
UCDDS831_g4715.t1	g4715.t1
UCDDS831_g4716.t1	g4716.t1
UCDDS831_g4717.t1	g4717.t1
UCDDS831_g4718.t1	g4718.t1
UCDDS831_g4719.t1	g4719.t1
UCDDS831_g4720.t1	g4720.t1
UCDDS831_g4721.t1	g4721.t1
UCDDS831_g4722.t1	g4722.t1
UCDDS831_g4723.t1	g4723.t1
UCDDS831_g4724.t1	g4724.t1
UCDDS831_g4725.t1	g4725.t1
UCDDS831_g4726.t1	g4726.t1
UCDDS831_g4727.t1	g4727.t1
UCDDS831_g4728.t1	g4728.t1
UCDDS831_g4729.t1	g4729.t1
UCDDS831_g4730.t1	g4730.t1
UCDDS831_g4731.t1	g4731.t1
UCDDS831_g4732.t1	g4732.t1
UCDDS831_g4733.t1	g4733.t1
UCDDS831_g4734.t1	g4734.t1
UCDDS831_g4735.t1	g4735.t1
UCDDS831_g4736.t1	g4736.t1
UCDDS831_g4737.t1	g4737.t1
UCDDS831_g4738.t1	g4738.t1
UCDDS831_g4739.t1	g4739.t1
UCDDS831_g4740.t1	g4740.t1
UCDDS831_g4741.t1	g4741.t1
UCDDS831_g4742.t1	g4742.t1
UCDDS831_g4743.t1	g4743.t1
UCDDS831_g4744.t1	g4744.t1
UCDDS831_g4745.t1	g4745.t1
UCDDS831_g4746.t1	g4746.t1
UCDDS831_g4747.t1	g4747.t1
UCDDS831_g4748.t1	g4748.t1
UCDDS831_g4749.t1	g4749.t1
UCDDS831_g4750.t1	g4750.t1
UCDDS831_g4751.t1	g4751.t1
UCDDS831_g4752.t1	g4752.t1
UCDDS831_g4753.t1	g4753.t1
UCDDS831_g4754.t1	g4754.t1
UCDDS831_g4755.t1	g4755.t1
UCDDS831_g4756.t1	g4756.t1
UCDDS831_g4757.t1	g4757.t1
UCDDS831_g4758.t1	g4758.t1
UCDDS831_g4759.t1	g4759.t1
UCDDS831_g4760.t1	g4760.t1
UCDDS831_g4761.t1	g4761.t1
UCDDS831_g4762.t1	g4762.t1
UCDDS831_g4763.t1	g4763.t1
UCDDS831_g4764.t1	g4764.t1
UCDDS831_g4765.t1	g4765.t1
UCDDS831_g4766.t1	g4766.t1
UCDDS831_g4767.t1	g4767.t1
UCDDS831_g4768.t1	g4768.t1
UCDDS831_g4769.t1	g4769.t1
UCDDS831_g4770.t1	g4770.t1
UCDDS831_g4771.t1	g4771.t1
UCDDS831_g4772.t1	g4772.t1
UCDDS831_g4773.t1	g4773.t1
UCDDS831_g4774.t1	g4774.t1
UCDDS831_g4775.t1	g4775.t1
UCDDS831_g4776.t1	g4776.t1
UCDDS831_g4777.t1	g4777.t1
UCDDS831_g4778.t1	g4778.t1
UCDDS831_g4779.t1	g4779.t1
UCDDS831_g4780.t1	g4780.t1
UCDDS831_g4781.t1	g4781.t1
UCDDS831_g4782.t1	g4782.t1
UCDDS831_g4783.t1	g4783.t1
UCDDS831_g4784.t1	g4784.t1
UCDDS831_g4785.t1	g4785.t1
UCDDS831_g4786.t1	g4786.t1
UCDDS831_g4787.t1	g4787.t1
UCDDS831_g4788.t1	g4788.t1
UCDDS831_g4789.t1	g4789.t1
UCDDS831_g4790.t1	g4790.t1
UCDDS831_g4791.t1	g4791.t1
UCDDS831_g4792.t1	g4792.t1
UCDDS831_g4793.t1	g4793.t1
UCDDS831_g4794.t1	g4794.t1
UCDDS831_g4795.t1	g4795.t1
UCDDS831_g4796.t1	g4796.t1
UCDDS831_g4797.t1	g4797.t1
UCDDS831_g4798.t1	g4798.t1
UCDDS831_g4799.t1	g4799.t1
UCDDS831_g4800.t1	g4800.t1
UCDDS831_g4801.t1	g4801.t1
UCDDS831_g4802.t1	g4802.t1
UCDDS831_g4803.t1	g4803.t1
UCDDS831_g4804.t1	g4804.t1
UCDDS831_g4805.t1	g4805.t1
UCDDS831_g4806.t1	g4806.t1
UCDDS831_g4807.t1	g4807.t1
UCDDS831_g4808.t1	g4808.t1
UCDDS831_g4809.t1	g4809.t1
UCDDS831_g4810.t1	g4810.t1
UCDDS831_g4811.t1	g4811.t1
UCDDS831_g4812.t1	g4812.t1
UCDDS831_g4813.t1	g4813.t1
UCDDS831_g4814.t1	g4814.t1
UCDDS831_g4815.t1	g4815.t1
UCDDS831_g4816.t1	g4816.t1
UCDDS831_g4817.t1	g4817.t1
UCDDS831_g4818.t1	g4818.t1
UCDDS831_g4819.t1	g4819.t1
UCDDS831_g4820.t1	g4820.t1
UCDDS831_g4821.t1	g4821.t1
UCDDS831_g4822.t1	g4822.t1
UCDDS831_g4823.t1	g4823.t1
UCDDS831_g4824.t1	g4824.t1
UCDDS831_g4825.t1	g4825.t1
UCDDS831_g4826.t1	g4826.t1
UCDDS831_g4827.t1	g4827.t1
UCDDS831_g4828.t1	g4828.t1
UCDDS831_g4829.t1	g4829.t1
UCDDS831_g4830.t1	g4830.t1
UCDDS831_g4831.t1	g4831.t1
UCDDS831_g4832.t1	g4832.t1
UCDDS831_g4833.t1	g4833.t1
UCDDS831_g4834.t1	g4834.t1
UCDDS831_g4835.t1	g4835.t1
UCDDS831_g4836.t1	g4836.t1
UCDDS831_g4837.t1	g4837.t1
UCDDS831_g4838.t1	g4838.t1
UCDDS831_g4839.t1	g4839.t1
UCDDS831_g4840.t1	g4840.t1
UCDDS831_g4841.t1	g4841.t1
UCDDS831_g4842.t1	g4842.t1
UCDDS831_g4843.t1	g4843.t1
UCDDS831_g4844.t1	g4844.t1
UCDDS831_g4845.t1	g4845.t1
UCDDS831_g4846.t1	g4846.t1
UCDDS831_g4847.t1	g4847.t1
UCDDS831_g4848.t1	g4848.t1
UCDDS831_g4849.t1	g4849.t1
UCDDS831_g4850.t1	g4850.t1
UCDDS831_g4851.t1	g4851.t1
UCDDS831_g4852.t1	g4852.t1
UCDDS831_g4853.t1	g4853.t1
UCDDS831_g4854.t1	g4854.t1
UCDDS831_g4855.t1	g4855.t1
UCDDS831_g4856.t1	g4856.t1
UCDDS831_g4857.t1	g4857.t1
UCDDS831_g4858.t1	g4858.t1
UCDDS831_g4859.t1	g4859.t1
UCDDS831_g4860.t1	g4860.t1
UCDDS831_g4861.t1	g4861.t1
UCDDS831_g4862.t1	g4862.t1
UCDDS831_g4863.t1	g4863.t1
UCDDS831_g4864.t1	g4864.t1
UCDDS831_g4865.t1	g4865.t1
UCDDS831_g4866.t1	g4866.t1
UCDDS831_g4867.t1	g4867.t1
UCDDS831_g4868.t1	g4868.t1
UCDDS831_g4869.t1	g4869.t1
UCDDS831_g4870.t1	g4870.t1
UCDDS831_g4871.t1	g4871.t1
UCDDS831_g4872.t1	g4872.t1
UCDDS831_g4873.t1	g4873.t1
UCDDS831_g4874.t1	g4874.t1
UCDDS831_g4875.t1	g4875.t1
UCDDS831_g4876.t1	g4876.t1
UCDDS831_g4877.t1	g4877.t1
UCDDS831_g4878.t1	g4878.t1
UCDDS831_g4879.t1	g4879.t1
UCDDS831_g4880.t1	g4880.t1
UCDDS831_g4881.t1	g4881.t1
UCDDS831_g4882.t1	g4882.t1
UCDDS831_g4883.t1	g4883.t1
UCDDS831_g4884.t1	g4884.t1
UCDDS831_g4885.t1	g4885.t1
UCDDS831_g4886.t1	g4886.t1
UCDDS831_g4887.t1	g4887.t1
UCDDS831_g4888.t1	g4888.t1
UCDDS831_g4889.t1	g4889.t1
UCDDS831_g4890.t1	g4890.t1
UCDDS831_g4891.t1	g4891.t1
UCDDS831_g4892.t1	g4892.t1
UCDDS831_g4893.t1	g4893.t1
UCDDS831_g4894.t1	g4894.t1
UCDDS831_g4895.t1	g4895.t1
UCDDS831_g4896.t1	g4896.t1
UCDDS831_g4897.t1	g4897.t1
UCDDS831_g4898.t1	g4898.t1
UCDDS831_g4899.t1	g4899.t1
UCDDS831_g4900.t1	g4900.t1
UCDDS831_g4901.t1	g4901.t1
UCDDS831_g4902.t1	g4902.t1
UCDDS831_g4903.t1	g4903.t1
UCDDS831_g4904.t1	g4904.t1
UCDDS831_g4905.t1	g4905.t1
UCDDS831_g4906.t1	g4906.t1
UCDDS831_g4907.t1	g4907.t1
UCDDS831_g4908.t1	g4908.t1
UCDDS831_g4909.t1	g4909.t1
UCDDS831_g4910.t1	g4910.t1
UCDDS831_g4911.t1	g4911.t1
UCDDS831_g4912.t1	g4912.t1
UCDDS831_g4913.t1	g4913.t1
UCDDS831_g4914.t1	g4914.t1
UCDDS831_g4915.t1	g4915.t1
UCDDS831_g4916.t1	g4916.t1
UCDDS831_g4917.t1	g4917.t1
UCDDS831_g4918.t1	g4918.t1
UCDDS831_g4919.t1	g4919.t1
UCDDS831_g4920.t1	g4920.t1
UCDDS831_g4921.t1	g4921.t1
UCDDS831_g4922.t1	g4922.t1
UCDDS831_g4923.t1	g4923.t1
UCDDS831_g4924.t1	g4924.t1
UCDDS831_g4925.t1	g4925.t1
UCDDS831_g4926.t1	g4926.t1
UCDDS831_g4927.t1	g4927.t1
UCDDS831_g4928.t1	g4928.t1
UCDDS831_g4929.t1	g4929.t1
UCDDS831_g4930.t1	g4930.t1
UCDDS831_g4931.t1	g4931.t1
UCDDS831_g4932.t1	g4932.t1
UCDDS831_g4933.t1	g4933.t1
UCDDS831_g4934.t1	g4934.t1
UCDDS831_g4935.t1	g4935.t1
UCDDS831_g4936.t1	g4936.t1
UCDDS831_g4937.t1	g4937.t1
UCDDS831_g4938.t1	g4938.t1
UCDDS831_g4939.t1	g4939.t1
UCDDS831_g4940.t1	g4940.t1
UCDDS831_g4941.t1	g4941.t1
UCDDS831_g4942.t1	g4942.t1
UCDDS831_g4943.t1	g4943.t1
UCDDS831_g4944.t1	g4944.t1
UCDDS831_g4945.t1	g4945.t1
UCDDS831_g4946.t1	g4946.t1
UCDDS831_g4947.t1	g4947.t1
UCDDS831_g4948.t1	g4948.t1
UCDDS831_g4949.t1	g4949.t1
UCDDS831_g4950.t1	g4950.t1
UCDDS831_g4951.t1	g4951.t1
UCDDS831_g4952.t1	g4952.t1
UCDDS831_g4953.t1	g4953.t1
UCDDS831_g4954.t1	g4954.t1
UCDDS831_g4955.t1	g4955.t1
UCDDS831_g4956.t1	g4956.t1
UCDDS831_g4957.t1	g4957.t1
UCDDS831_g4958.t1	g4958.t1
UCDDS831_g4959.t1	g4959.t1
UCDDS831_g4960.t1	g4960.t1
UCDDS831_g4961.t1	g4961.t1
UCDDS831_g4962.t1	g4962.t1
UCDDS831_g4963.t1	g4963.t1
UCDDS831_g4964.t1	g4964.t1
UCDDS831_g4965.t1	g4965.t1
UCDDS831_g4966.t1	g4966.t1
UCDDS831_g4967.t1	g4967.t1
UCDDS831_g4968.t1	g4968.t1
UCDDS831_g4969.t1	g4969.t1
UCDDS831_g4970.t1	g4970.t1
UCDDS831_g4971.t1	g4971.t1
UCDDS831_g4972.t1	g4972.t1
UCDDS831_g4973.t1	g4973.t1
UCDDS831_g4974.t1	g4974.t1
UCDDS831_g4975.t1	g4975.t1
UCDDS831_g4976.t1	g4976.t1
UCDDS831_g4977.t1	g4977.t1
UCDDS831_g4978.t1	g4978.t1
UCDDS831_g4979.t1	g4979.t1
UCDDS831_g4980.t1	g4980.t1
UCDDS831_g4981.t1	g4981.t1
UCDDS831_g4982.t1	g4982.t1
UCDDS831_g4983.t1	g4983.t1
UCDDS831_g4984.t1	g4984.t1
UCDDS831_g4985.t1	g4985.t1
UCDDS831_g4986.t1	g4986.t1
UCDDS831_g4987.t1	g4987.t1
UCDDS831_g4988.t1	g4988.t1
UCDDS831_g4989.t1	g4989.t1
UCDDS831_g4990.t1	g4990.t1
UCDDS831_g4991.t1	g4991.t1
UCDDS831_g4992.t1	g4992.t1
UCDDS831_g4993.t1	g4993.t1
UCDDS831_g4994.t1	g4994.t1
UCDDS831_g4995.t1	g4995.t1
UCDDS831_g4996.t1	g4996.t1
UCDDS831_g4997.t1	g4997.t1
UCDDS831_g4998.t1	g4998.t1
UCDDS831_g4999.t1	g4999.t1
UCDDS831_g5000.t1	g5000.t1
UCDDS831_g5001.t1	g5001.t1
UCDDS831_g5002.t1	g5002.t1
UCDDS831_g5003.t1	g5003.t1
UCDDS831_g5004.t1	g5004.t1
UCDDS831_g5005.t1	g5005.t1
UCDDS831_g5006.t1	g5006.t1
UCDDS831_g5007.t1	g5007.t1
UCDDS831_g5008.t1	g5008.t1
UCDDS831_g5009.t1	g5009.t1
UCDDS831_g5010.t1	g5010.t1
UCDDS831_g5011.t1	g5011.t1
UCDDS831_g5012.t1	g5012.t1
UCDDS831_g5013.t1	g5013.t1
UCDDS831_g5014.t1	g5014.t1
UCDDS831_g5015.t1	g5015.t1
UCDDS831_g5016.t1	g5016.t1
UCDDS831_g5017.t1	g5017.t1
UCDDS831_g5018.t1	g5018.t1
UCDDS831_g5019.t1	g5019.t1
UCDDS831_g5020.t1	g5020.t1
UCDDS831_g5021.t1	g5021.t1
UCDDS831_g5022.t1	g5022.t1
UCDDS831_g5023.t1	g5023.t1
UCDDS831_g5024.t1	g5024.t1
UCDDS831_g5025.t1	g5025.t1
UCDDS831_g5026.t1	g5026.t1
UCDDS831_g5027.t1	g5027.t1
UCDDS831_g5028.t1	g5028.t1
UCDDS831_g5029.t1	g5029.t1
UCDDS831_g5030.t1	g5030.t1
UCDDS831_g5031.t1	g5031.t1
UCDDS831_g5032.t1	g5032.t1
UCDDS831_g5033.t1	g5033.t1
UCDDS831_g5034.t1	g5034.t1
UCDDS831_g5035.t1	g5035.t1
UCDDS831_g5036.t1	g5036.t1
UCDDS831_g5037.t1	g5037.t1
UCDDS831_g5038.t1	g5038.t1
UCDDS831_g5039.t1	g5039.t1
UCDDS831_g5040.t1	g5040.t1
UCDDS831_g5041.t1	g5041.t1
UCDDS831_g5042.t1	g5042.t1
UCDDS831_g5043.t1	g5043.t1
UCDDS831_g5044.t1	g5044.t1
UCDDS831_g5045.t1	g5045.t1
UCDDS831_g5046.t1	g5046.t1
UCDDS831_g5047.t1	g5047.t1
UCDDS831_g5048.t1	g5048.t1
UCDDS831_g5049.t1	g5049.t1
UCDDS831_g5050.t1	g5050.t1
UCDDS831_g5051.t1	g5051.t1
UCDDS831_g5052.t1	g5052.t1
UCDDS831_g5053.t1	g5053.t1
UCDDS831_g5054.t1	g5054.t1
UCDDS831_g5055.t1	g5055.t1
UCDDS831_g5056.t1	g5056.t1
UCDDS831_g5057.t1	g5057.t1
UCDDS831_g5058.t1	g5058.t1
UCDDS831_g5059.t1	g5059.t1
UCDDS831_g5060.t1	g5060.t1
UCDDS831_g5061.t1	g5061.t1
UCDDS831_g5062.t1	g5062.t1
UCDDS831_g5063.t1	g5063.t1
UCDDS831_g5064.t1	g5064.t1
UCDDS831_g5065.t1	g5065.t1
UCDDS831_g5066.t1	g5066.t1
UCDDS831_g5067.t1	g5067.t1
UCDDS831_g5068.t1	g5068.t1
UCDDS831_g5069.t1	g5069.t1
UCDDS831_g5070.t1	g5070.t1
UCDDS831_g5071.t1	g5071.t1
UCDDS831_g5072.t1	g5072.t1
UCDDS831_g5073.t1	g5073.t1
UCDDS831_g5074.t1	g5074.t1
UCDDS831_g5075.t1	g5075.t1
UCDDS831_g5076.t1	g5076.t1
UCDDS831_g5077.t1	g5077.t1
UCDDS831_g5078.t1	g5078.t1
UCDDS831_g5079.t1	g5079.t1
UCDDS831_g5080.t1	g5080.t1
UCDDS831_g5081.t1	g5081.t1
UCDDS831_g5082.t1	g5082.t1
UCDDS831_g5083.t1	g5083.t1
UCDDS831_g5084.t1	g5084.t1
UCDDS831_g5085.t1	g5085.t1
UCDDS831_g5086.t1	g5086.t1
UCDDS831_g5087.t1	g5087.t1
UCDDS831_g5088.t1	g5088.t1
UCDDS831_g5089.t1	g5089.t1
UCDDS831_g5090.t1	g5090.t1
UCDDS831_g5091.t1	g5091.t1
UCDDS831_g5092.t1	g5092.t1
UCDDS831_g5093.t1	g5093.t1
UCDDS831_g5094.t1	g5094.t1
UCDDS831_g5095.t1	g5095.t1
UCDDS831_g5096.t1	g5096.t1
UCDDS831_g5097.t1	g5097.t1
UCDDS831_g5098.t1	g5098.t1
UCDDS831_g5099.t1	g5099.t1
UCDDS831_g5100.t1	g5100.t1
UCDDS831_g5101.t1	g5101.t1
UCDDS831_g5102.t1	g5102.t1
UCDDS831_g5103.t1	g5103.t1
UCDDS831_g5104.t1	g5104.t1
UCDDS831_g5105.t1	g5105.t1
UCDDS831_g5106.t1	g5106.t1
UCDDS831_g5107.t1	g5107.t1
UCDDS831_g5108.t1	g5108.t1
UCDDS831_g5109.t1	g5109.t1
UCDDS831_g5110.t1	g5110.t1
UCDDS831_g5111.t1	g5111.t1
UCDDS831_g5112.t1	g5112.t1
UCDDS831_g5113.t1	g5113.t1
UCDDS831_g5114.t1	g5114.t1
UCDDS831_g5115.t1	g5115.t1
UCDDS831_g5116.t1	g5116.t1
UCDDS831_g5117.t1	g5117.t1
UCDDS831_g5118.t1	g5118.t1
UCDDS831_g5119.t1	g5119.t1
UCDDS831_g5120.t1	g5120.t1
UCDDS831_g5121.t1	g5121.t1
UCDDS831_g5122.t1	g5122.t1
UCDDS831_g5123.t1	g5123.t1
UCDDS831_g5124.t1	g5124.t1
UCDDS831_g5125.t1	g5125.t1
UCDDS831_g5126.t1	g5126.t1
UCDDS831_g5127.t1	g5127.t1
UCDDS831_g5128.t1	g5128.t1
UCDDS831_g5129.t1	g5129.t1
UCDDS831_g5130.t1	g5130.t1
UCDDS831_g5131.t1	g5131.t1
UCDDS831_g5132.t1	g5132.t1
UCDDS831_g5133.t1	g5133.t1
UCDDS831_g5134.t1	g5134.t1
UCDDS831_g5135.t1	g5135.t1
UCDDS831_g5136.t1	g5136.t1
UCDDS831_g5137.t1	g5137.t1
UCDDS831_g5138.t1	g5138.t1
UCDDS831_g5139.t1	g5139.t1
UCDDS831_g5140.t1	g5140.t1
UCDDS831_g5141.t1	g5141.t1
UCDDS831_g5142.t1	g5142.t1
UCDDS831_g5143.t1	g5143.t1
UCDDS831_g5144.t1	g5144.t1
UCDDS831_g5145.t1	g5145.t1
UCDDS831_g5146.t1	g5146.t1
UCDDS831_g5147.t1	g5147.t1
UCDDS831_g5148.t1	g5148.t1
UCDDS831_g5149.t1	g5149.t1
UCDDS831_g5150.t1	g5150.t1
UCDDS831_g5151.t1	g5151.t1
UCDDS831_g5152.t1	g5152.t1
UCDDS831_g5153.t1	g5153.t1
UCDDS831_g5154.t1	g5154.t1
UCDDS831_g5155.t1	g5155.t1
UCDDS831_g5156.t1	g5156.t1
UCDDS831_g5157.t1	g5157.t1
UCDDS831_g5158.t1	g5158.t1
UCDDS831_g5159.t1	g5159.t1
UCDDS831_g5160.t1	g5160.t1
UCDDS831_g5161.t1	g5161.t1
UCDDS831_g5162.t1	g5162.t1
UCDDS831_g5163.t1	g5163.t1
UCDDS831_g5164.t1	g5164.t1
UCDDS831_g5165.t1	g5165.t1
UCDDS831_g5166.t1	g5166.t1
UCDDS831_g5167.t1	g5167.t1
UCDDS831_g5168.t1	g5168.t1
UCDDS831_g5169.t1	g5169.t1
UCDDS831_g5170.t1	g5170.t1
UCDDS831_g5171.t1	g5171.t1
UCDDS831_g5172.t1	g5172.t1
UCDDS831_g5173.t1	g5173.t1
UCDDS831_g5174.t1	g5174.t1
UCDDS831_g5175.t1	g5175.t1
UCDDS831_g5176.t1	g5176.t1
UCDDS831_g5177.t1	g5177.t1
UCDDS831_g5178.t1	g5178.t1
UCDDS831_g5179.t1	g5179.t1
UCDDS831_g5180.t1	g5180.t1
UCDDS831_g5181.t1	g5181.t1
UCDDS831_g5182.t1	g5182.t1
UCDDS831_g5183.t1	g5183.t1
UCDDS831_g5184.t1	g5184.t1
UCDDS831_g5185.t1	g5185.t1
UCDDS831_g5186.t1	g5186.t1
UCDDS831_g5187.t1	g5187.t1
UCDDS831_g5188.t1	g5188.t1
UCDDS831_g5189.t1	g5189.t1
UCDDS831_g5190.t1	g5190.t1
UCDDS831_g5191.t1	g5191.t1
UCDDS831_g5192.t1	g5192.t1
UCDDS831_g5193.t1	g5193.t1
UCDDS831_g5194.t1	g5194.t1
UCDDS831_g5195.t1	g5195.t1
UCDDS831_g5196.t1	g5196.t1
UCDDS831_g5197.t1	g5197.t1
UCDDS831_g5198.t1	g5198.t1
UCDDS831_g5199.t1	g5199.t1
UCDDS831_g5200.t1	g5200.t1
UCDDS831_g5201.t1	g5201.t1
UCDDS831_g5202.t1	g5202.t1
UCDDS831_g5203.t1	g5203.t1
UCDDS831_g5204.t1	g5204.t1
UCDDS831_g5205.t1	g5205.t1
UCDDS831_g5206.t1	g5206.t1
UCDDS831_g5207.t1	g5207.t1
UCDDS831_g5208.t1	g5208.t1
UCDDS831_g5209.t1	g5209.t1
UCDDS831_g5210.t1	g5210.t1
UCDDS831_g5211.t1	g5211.t1
UCDDS831_g5212.t1	g5212.t1
UCDDS831_g5213.t1	g5213.t1
UCDDS831_g5214.t1	g5214.t1
UCDDS831_g5215.t1	g5215.t1
UCDDS831_g5216.t1	g5216.t1
UCDDS831_g5217.t1	g5217.t1
UCDDS831_g5218.t1	g5218.t1
UCDDS831_g5219.t1	g5219.t1
UCDDS831_g5220.t1	g5220.t1
UCDDS831_g5221.t1	g5221.t1
UCDDS831_g5222.t1	g5222.t1
UCDDS831_g5223.t1	g5223.t1
UCDDS831_g5224.t1	g5224.t1
UCDDS831_g5225.t1	g5225.t1
UCDDS831_g5226.t1	g5226.t1
UCDDS831_g5227.t1	g5227.t1
UCDDS831_g5228.t1	g5228.t1
UCDDS831_g5229.t1	g5229.t1
UCDDS831_g5230.t1	g5230.t1
UCDDS831_g5231.t1	g5231.t1
UCDDS831_g5232.t1	g5232.t1
UCDDS831_g5233.t1	g5233.t1
UCDDS831_g5234.t1	g5234.t1
UCDDS831_g5235.t1	g5235.t1
UCDDS831_g5236.t1	g5236.t1
UCDDS831_g5237.t1	g5237.t1
UCDDS831_g5238.t1	g5238.t1
UCDDS831_g5239.t1	g5239.t1
UCDDS831_g5240.t1	g5240.t1
UCDDS831_g5241.t1	g5241.t1
UCDDS831_g5242.t1	g5242.t1
UCDDS831_g5243.t1	g5243.t1
UCDDS831_g5244.t1	g5244.t1
UCDDS831_g5245.t1	g5245.t1
UCDDS831_g5246.t1	g5246.t1
UCDDS831_g5247.t1	g5247.t1
UCDDS831_g5248.t1	g5248.t1
UCDDS831_g5249.t1	g5249.t1
UCDDS831_g5250.t1	g5250.t1
UCDDS831_g5251.t1	g5251.t1
UCDDS831_g5252.t1	g5252.t1
UCDDS831_g5253.t1	g5253.t1
UCDDS831_g5254.t1	g5254.t1
UCDDS831_g5255.t1	g5255.t1
UCDDS831_g5256.t1	g5256.t1
UCDDS831_g5257.t1	g5257.t1
UCDDS831_g5258.t1	g5258.t1
UCDDS831_g5259.t1	g5259.t1
UCDDS831_g5260.t1	g5260.t1
UCDDS831_g5261.t1	g5261.t1
UCDDS831_g5262.t1	g5262.t1
UCDDS831_g5263.t1	g5263.t1
UCDDS831_g5264.t1	g5264.t1
UCDDS831_g5265.t1	g5265.t1
UCDDS831_g5266.t1	g5266.t1
UCDDS831_g5267.t1	g5267.t1
UCDDS831_g5268.t1	g5268.t1
UCDDS831_g5269.t1	g5269.t1
UCDDS831_g5270.t1	g5270.t1
UCDDS831_g5271.t1	g5271.t1
UCDDS831_g5272.t1	g5272.t1
UCDDS831_g5273.t1	g5273.t1
UCDDS831_g5274.t1	g5274.t1
UCDDS831_g5275.t1	g5275.t1
UCDDS831_g5276.t1	g5276.t1
UCDDS831_g5277.t1	g5277.t1
UCDDS831_g5278.t1	g5278.t1
UCDDS831_g5279.t1	g5279.t1
UCDDS831_g5280.t1	g5280.t1
UCDDS831_g5281.t1	g5281.t1
UCDDS831_g5282.t1	g5282.t1
UCDDS831_g5283.t1	g5283.t1
UCDDS831_g5284.t1	g5284.t1
UCDDS831_g5285.t1	g5285.t1
UCDDS831_g5286.t1	g5286.t1
UCDDS831_g5287.t1	g5287.t1
UCDDS831_g5288.t1	g5288.t1
UCDDS831_g5289.t1	g5289.t1
UCDDS831_g5290.t1	g5290.t1
UCDDS831_g5291.t1	g5291.t1
UCDDS831_g5292.t1	g5292.t1
UCDDS831_g5293.t1	g5293.t1
UCDDS831_g5294.t1	g5294.t1
UCDDS831_g5295.t1	g5295.t1
UCDDS831_g5296.t1	g5296.t1
UCDDS831_g5297.t1	g5297.t1
UCDDS831_g5298.t1	g5298.t1
UCDDS831_g5299.t1	g5299.t1
UCDDS831_g5300.t1	g5300.t1
UCDDS831_g5301.t1	g5301.t1
UCDDS831_g5302.t1	g5302.t1
UCDDS831_g5303.t1	g5303.t1
UCDDS831_g5304.t1	g5304.t1
UCDDS831_g5305.t1	g5305.t1
UCDDS831_g5306.t1	g5306.t1
UCDDS831_g5307.t1	g5307.t1
UCDDS831_g5308.t1	g5308.t1
UCDDS831_g5309.t1	g5309.t1
UCDDS831_g5310.t1	g5310.t1
UCDDS831_g5311.t1	g5311.t1
UCDDS831_g5312.t1	g5312.t1
UCDDS831_g5313.t1	g5313.t1
UCDDS831_g5314.t1	g5314.t1
UCDDS831_g5315.t1	g5315.t1
UCDDS831_g5316.t1	g5316.t1
UCDDS831_g5317.t1	g5317.t1
UCDDS831_g5318.t1	g5318.t1
UCDDS831_g5319.t1	g5319.t1
UCDDS831_g5320.t1	g5320.t1
UCDDS831_g5321.t1	g5321.t1
UCDDS831_g5322.t1	g5322.t1
UCDDS831_g5323.t1	g5323.t1
UCDDS831_g5324.t1	g5324.t1
UCDDS831_g5325.t1	g5325.t1
UCDDS831_g5326.t1	g5326.t1
UCDDS831_g5327.t1	g5327.t1
UCDDS831_g5328.t1	g5328.t1
UCDDS831_g5329.t1	g5329.t1
UCDDS831_g5330.t1	g5330.t1
UCDDS831_g5331.t1	g5331.t1
UCDDS831_g5332.t1	g5332.t1
UCDDS831_g5333.t1	g5333.t1
UCDDS831_g5334.t1	g5334.t1
UCDDS831_g5335.t1	g5335.t1
